"Business_Failure","Revenue","Net_Profit","Debt_Ratio","Market_Share","Age_of_Business","Location_Type","Customer_Satisfaction","Innovation_Index","Rent_Cost","Regulation_Compliance","Number_of_Employees","Social_Media_Followers","Number_of_Branches","CEO_Tenure","Local_Unemployment_Rate","Global_Economic_Growth","Industry_Average_Profit_Margin","Company_ID","Median_Work_Experience"
1,181591.7899,-27718.96399,0.27,0.279119396,13,"Urban",1.538989061,68.23667623,81369.49759,1,131,530653,42,9,3.724991448,1.286321599,13.50208813,325,0
1,714120.6331,48640.08735,0.07,0.158748804,11,"Rural",2.259220236,98.51008132,74441.43866,0,9,520435,2,1,18.1279601,3.577589578,29.06874185,326,4.15
1,3917482.596,174466.3366,0.03,0.078412378,21,"Rural",2.941990561,3.854796365,73962.63486,1,459,649999,26,15,4.314484758,0.508953758,20.76080474,327,21.34
1,4800168.968,713703.1421,0.67,0.016795179,20,"Suburban",2.91199818,34.47585886,18624.0121,0,203,203306,4,12,7.704679118,-0.892906041,10.14108557,328,22.03
1,6037483.155,396628.3938,0.92,0.218099371,17,"Suburban",2.885465938,11.67747319,82643.44268,1,409,446810,17,5,8.134651577,3.382911939,22.28193624,329,25
1,2938375.722,454824.4145,0,0.037269596,10,"Urban",1.703135263,26.96818821,28335.74461,0,470,383998,17,18,9.498539258,4.809517974,10.57775426,330,21.12
0,6963832.192,1012098.209,0.87,0.091529763,7,"Suburban",1.579730108,84.04990201,93106.29913,1,298,969872,28,20,16.0131505,1.451032052,4.645732326,331,10.56
1,8678516.214,1426276.661,0.41,0.160208801,1,"Urban",2.019070345,4.200003267,37099.35911,1,174,682458,30,2,16.24074318,3.743870373,14.78545037,332,0.39
1,7780235.433,257016.3087,0.4,0.16976056,24,"Rural",4.658104615,52.49811064,85908.37931,1,73,91526,40,4,14.67344639,0.987351128,22.77969192,333,15.41
1,358265.3701,-5510.134452,1,0.180574376,14,"Suburban",1.452211871,57.14574205,27357.11596,1,84,978943,23,15,1.420444814,1.897879914,11.95213742,334,5.72
1,4861369.306,679255.2052,0.22,0.050710344,8,"Rural",4.029700413,56.55396352,51938.16672,1,59,407622,46,6,11.73205694,1.881671175,26.20605012,335,22.31
1,1069799.062,-15550.11358,0.44,0.114541484,18,"Suburban",4.030193573,48.05441031,11581.64425,1,21,719466,24,12,15.20236616,2.047869868,12.22162842,336,16.45
0,2398567.399,226272.5209,0,0.185541074,19,"Urban",4.239081616,79.26969351,66351.7714,1,458,512033,29,18,9.447879561,-1.789865561,11.14533174,337,16.84
0,9848766.036,867796.2464,0.03,0.290975841,7,"Rural",4.546461956,14.22076586,83771.84824,1,406,178517,4,20,18.95378486,0.756613963,29.9490735,338,11.27
0,1369833.972,89869.33466,0.25,0.21856171,24,"Rural",2.05214471,31.74712454,72126.28085,1,157,143057,38,4,16.65239992,0.94135584,14.99168867,339,24.01
1,5005476.662,296560.8739,0,0.276858523,18,"Suburban",1.898237877,61.95687929,52802.59278,1,319,634069,29,1,13.12494624,-1.849283733,24.35141508,340,4.36
1,6112304.734,856855.796,0.78,0.228901405,4,"Rural",2.862022666,69.40418526,5466.471982,1,329,830358,19,15,2.18607849,-1.501476323,24.34465363,341,2.72
1,7061726.459,912060.8941,0.4,0.177923374,10,"Urban",2.060356675,41.01069475,93410.65971,0,61,579985,27,18,13.3945787,2.62246765,27.86471078,342,20.36
1,5574770.312,271782.324,0.42,0.058414987,14,"Rural",3.937239956,87.66175507,70843.46531,1,64,925047,29,14,18.32001242,0.827238406,3.461956579,343,0
0,37909.22563,-78066.44162,0.3,0.20033901,7,"Rural",3.543758307,42.13384627,74840.5596,1,325,97475,36,3,8.209462351,-3.50788852,8.865388016,344,20.24
1,3326210.909,130198.6122,0.43,0.18739049,18,"Suburban",4.499950752,40.8748373,79673.37698,0,168,771465,35,15,16.92451799,3.376369887,23.26469465,345,12.03
1,5294759.037,496246.554,0.61,0.181138282,22,"Rural",1.330953214,4.584518887,75026.59917,1,203,803616,6,5,6.950061714,3.831142871,17.31544328,346,21.98
1,909652.3519,-100654.1354,0.82,0.147445975,7,"Suburban",4.660333333,55.56299228,44670.50025,1,129,351691,23,3,11.83196254,-0.33858852,17.22883333,347,24.15
1,3498492.001,462080.3447,0.02,0.159068325,18,"Suburban",2.173394507,71.15940301,73628.5611,1,245,528771,39,7,13.32006395,-2.91092568,5.820243754,348,14.66
1,293695.6396,-108731.0092,0.82,0.100998316,17,"Rural",2.962777384,12.32937819,62877.65199,1,106,92413,46,6,13.88190571,4.476064954,9.153437409,349,14.87
0,808090.9172,-3827.610119,0.6,0.156274495,9,"Urban",2.754445744,31.23784384,85547.61703,1,321,820893,44,1,17.76843697,3.822695645,16.11868849,350,8.31
0,4007100.167,487432.7326,0.61,0.060069216,6,"Suburban",4.041246604,78.34443842,80443.52172,1,122,80394,48,19,5.457823073,-2.556182537,9.038259576,351,9.33
0,1336175.04,15474.46959,0.46,0.241747145,8,"Rural",2.681333238,37.22602411,5096.063864,1,318,585719,8,7,5.98502212,-4.044062637,7.098200988,352,22.23
0,5724504.97,1005942.616,0.05,0.056547309,0,"Suburban",4.774212583,24.91864374,38509.82194,1,182,95157,2,4,14.37677887,-0.593463925,3.544925617,353,7.8
0,6973449.526,1172855.448,0,0.026404921,18,"Urban",4.610135531,67.54786569,4436.899066,1,103,151701,13,12,4.366682437,1.763969865,5.516054346,354,13.38
1,7944876.714,1183489.387,0.48,0.131437562,4,"Urban",4.488644608,20.47911899,11105.41755,0,316,714034,40,20,9.821137694,-3.246114148,23.29716511,355,9.68
0,2024203.405,244443.8781,0.36,0.197833924,18,"Suburban",1.285033331,89.66963904,60539.66148,1,302,744087,21,18,1.380653297,0.132126584,21.84459624,356,24.91
1,1587984.397,165184.8844,0.8,0.131877331,0,"Urban",4.417032246,11.45424121,87508.3603,0,261,383929,31,9,3.678607403,-0.745845057,2.329176846,357,9.48
1,1013930.285,-98799.79182,0.33,0.083749485,14,"Rural",4.126541782,70.94843043,12862.65111,0,113,97017,48,19,13.89808132,3.905511488,6.895238475,358,8.7
0,6403931.391,226481.7787,0.27,0.167893184,15,"Rural",1.414051788,50.45532143,45657.83946,1,406,494232,36,4,15.20177047,-0.704333672,17.25320506,359,19.13
1,7065352.254,460515.8902,0.64,0.104753698,22,"Suburban",1.429657302,87.12302668,91177.01158,1,474,293176,48,1,3.191061632,0.337763937,10.35620748,360,2.99
1,245000.6658,19822.10274,0.23,0.279927439,6,"Urban",1.404655246,13.49331401,81615.79738,1,437,515403,38,9,5.326481458,4.55286196,24.87423848,361,1.78
1,9415255.898,445266.5535,0.62,0.276870897,11,"Rural",1.045330373,68.11159693,52447.12175,0,70,264152,27,15,2.879184484,-2.003082341,23.76468992,362,8.3
0,502031.4342,5105.297326,0.75,0.151209174,7,"Rural",3.194537221,57.63340928,77385.57249,1,160,506805,36,8,9.234844035,-2.110090681,26.85583618,363,18.7
1,5460094.751,1016446.208,0.76,0.099037314,4,"Rural",4.893577166,48.52892408,52746.68363,0,240,423674,48,15,3.396205344,2.995950799,17.32500571,364,11.01
0,7119148.688,1161579.488,0.65,0.221402592,9,"Suburban",2.754738812,49.64931908,16651.14139,1,11,554800,23,15,9.308624326,-2.224610139,11.21021791,365,7.15
0,8669325.157,999238.3346,0.68,0.01197717,20,"Suburban",3.163030008,72.47571922,13348.87521,1,138,914851,21,18,14.90986686,3.318658701,18.57587619,366,12.67
1,7187173.758,354040.4993,0.64,0.142955933,4,"Rural",4.871879187,93.83642384,19648.45497,1,495,870242,13,7,13.98438403,-4.044643906,3.584963713,367,3.93
1,8035194.382,1317676.89,0.9,0.101560695,16,"Rural",2.020728915,10.03391425,35741.2874,1,167,254028,37,18,6.32874925,-3.887387527,1.277994515,368,4.1
0,3409859.808,314265.708,0.3,0.27624023,4,"Urban",4.43388101,2.930762113,93122.3975,1,247,212204,47,16,13.80148844,4.013233742,1.495712083,369,3.14
1,8126695.325,379560.9531,0.05,0.004588905,21,"Urban",3.185561869,80.76477446,80168.16295,1,354,3028,26,2,18.62653049,0.408122825,12.8187452,370,1.44
1,755211.1134,-7701.667006,0.17,0.166291648,14,"Urban",3.277906059,11.70876937,43847.35456,1,31,851690,40,4,7.602963355,2.188142667,7.614250229,371,10.31
1,8928284.391,1467128.225,0.1,0.222458411,12,"Suburban",2.372695429,98.68298281,49814.59427,1,12,161804,7,20,7.25326392,-2.747111081,5.562793468,372,13.14
1,5458425.42,633056.6457,0.53,0.146020378,0,"Rural",3.246337444,62.31547665,27295.33631,0,243,32409,46,16,11.85733438,-3.337256316,18.84445445,373,24.39
1,8217385.67,1347876.29,0.53,0.026535506,10,"Suburban",1.292570038,65.43577313,70730.94269,0,108,795812,39,3,5.66453441,3.349542622,29.85775624,374,12.34
1,4446210.434,745719.8731,0.65,0.291765956,22,"Rural",4.05857429,20.69027859,80473.80147,1,336,40549,22,2,13.37999963,-1.41376593,6.154842905,375,0
1,6512876.92,756312.2691,0,0.155885119,0,"Urban",2.138751046,24.79091872,24651.56487,1,422,813489,39,3,16.81297364,-0.449673809,16.8462213,376,8.86
1,5345042.354,481624.5019,0.71,0.184641687,10,"Urban",4.550433318,66.27568001,5140.340755,1,323,692355,23,5,9.727051597,-4.720281027,4.472097906,377,5.72
1,7286529.132,650852.309,0.25,0.071746325,17,"Urban",2.471402778,91.06295696,62765.00537,1,194,332743,30,2,13.91063917,-1.141192658,28.09285679,378,19.66
0,895562.211,48649.68683,0.58,0.145565927,17,"Urban",1.571296442,98.2566649,56688.69979,1,308,617445,18,19,13.38582305,2.704378081,9.460899889,379,14.83
1,562638.2247,-17328.78597,0.58,0.129315698,20,"Rural",3.783526297,20.60506372,40810.98435,1,133,753611,42,20,1.734645675,3.212751773,26.47185478,380,7.55
1,2534917.585,299802.9931,0.26,0.023393857,15,"Urban",1.658312579,14.27784265,64745.50024,0,395,372309,18,2,4.484909608,1.987547889,9.209216738,381,10.89
1,1562868.402,120064.8476,0,0.032741946,12,"Rural",4.014722062,6.583734418,55510.7165,0,281,505174,46,2,17.97707003,1.921797335,24.37552193,382,22.05
0,8770789.675,1575207.292,0,0.251404283,6,"Rural",4.872448946,86.9614048,25807.57608,1,291,677155,10,20,18.8389508,0.062392666,7.07205867,383,10.56
1,2128078.072,78034.78128,0.98,0.072706166,0,"Suburban",4.118211475,30.17676984,40375.16859,1,163,599281,39,18,15.82835316,0.383293293,9.490893474,384,4.54
0,9813036.52,1236678.079,0.84,0.059292523,15,"Urban",1.089796994,1.179391353,43383.2434,1,278,456439,30,20,18.50371482,2.426317468,6.581785597,385,12.2
0,3440017.988,351075.1434,0.67,0.151968524,0,"Urban",3.399543152,23.15799052,88144.55145,1,421,811708,26,14,6.816824367,-2.526982012,8.663536458,386,12.19
0,1755879.327,78431.05515,0.17,0.230855392,16,"Suburban",3.781642684,34.70366693,96129.51126,1,470,673869,7,15,5.706508464,-2.684829318,25.2111069,387,24.14
0,7986951.059,1084823.916,0.52,0.019522009,5,"Rural",4.301833303,99.10763078,89407.13488,1,439,779924,7,12,8.301703564,4.499248239,19.53194243,388,14.83
0,6641415.502,476560.4772,0.59,0.173465568,1,"Urban",1.224009236,52.83061779,72198.62438,1,203,843499,5,11,2.051497972,-4.723101132,12.7705104,389,21.73
1,4887075.603,529964.4905,0.67,0.036643922,16,"Rural",2.920431312,21.26668081,58914.28063,0,96,525375,1,11,16.38756076,-3.605345363,29.17410979,390,6.16
0,5533583.86,310021.7074,0,0.011901854,5,"Suburban",3.141483491,34.14701613,69236.90191,1,483,972066,46,7,19.69933422,0.703324262,14.48098429,391,22.03
1,7246705.855,621276.6528,0.12,0.016770442,13,"Rural",1.676499451,33.70046107,93971.81285,0,223,198673,18,12,16.65655656,2.378348387,29.12303917,392,15.65
1,2328418.446,227055.3953,0.7,0.250415068,17,"Urban",2.289799239,2.9528489,25749.87479,0,237,236792,13,16,11.54453136,0.37891083,6.701020764,393,3.03
1,9968965.2,1332799.473,0.34,0.036273773,5,"Rural",2.760886905,14.38312236,53976.93026,0,117,883386,25,5,6.610357439,-1.449360038,27.23451439,394,6.61
0,9794581.922,1813644.206,0.23,0.014500258,9,"Rural",4.332838752,69.82444951,69271.19388,1,456,26115,40,2,4.756259882,4.779761194,1.400843919,395,6.86
1,6463052.147,857911.7887,0,0.131932066,23,"Urban",4.717630264,12.90484767,68245.45313,1,192,488043,8,16,7.917194564,2.038526851,16.81379287,396,15.05
1,2005797.232,272984.4766,0.63,0.253354048,17,"Urban",3.513691316,23.84269338,25975.617,1,276,374594,10,15,13.67242106,3.313908411,13.26851943,397,17.3
0,6763201.082,850388.877,0.95,0.079460105,8,"Rural",2.579780744,35.72299254,59086.42121,1,106,852936,32,11,9.494169555,-4.597531258,16.22754752,398,9.85
1,738002.5687,-49478.94011,1,0.127092073,7,"Rural",2.016124071,76.01575951,79795.4011,1,482,116851,17,6,18.74713658,-2.640798895,17.04990013,399,8.39
1,366270.0449,-118556.6413,0.64,0.012936837,9,"Suburban",4.928540738,58.65769552,48032.81902,1,4,915339,38,13,17.23018652,-1.258289064,12.28190927,400,2.93
1,2623330.08,108733.2138,0.6,0.135274476,16,"Urban",4.932079992,69.21099851,79536.50959,1,18,705741,15,19,2.945611703,-3.173986019,29.94773756,401,14.92
0,4642747.825,442456.6733,0,0.173706311,22,"Rural",4.699907793,57.13422022,36628.37718,1,307,954750,15,10,3.498979254,-4.271007273,29.31870852,402,9.48
1,8733527.017,1019890.386,0.64,0.171701209,5,"Urban",4.1426766,68.6756501,93937.25259,0,452,48331,48,19,13.84854452,-2.749083354,28.89061592,403,11.98
1,7328827.908,401781.4636,0.39,0.100395581,13,"Suburban",2.303118175,1.281373213,53858.91561,1,20,684492,40,5,5.38459941,0.336356312,29.39346637,404,0.53
0,7519504.29,488927.5517,0.73,0.095344421,21,"Rural",4.268001934,93.15891629,59998.84713,1,122,290549,20,7,16.02956766,1.957452484,23.99735956,405,13.51
1,4319051.821,226535.8441,0.25,0.032880462,21,"Rural",2.635172069,11.98110286,4104.795312,1,137,54406,15,11,12.2358047,2.74020923,29.66912389,406,11.19
0,3498711.726,629384.8881,0.1,0.110672698,5,"Rural",2.307092393,41.2186605,17856.64458,1,80,219348,35,14,5.366780027,-4.570638451,26.87844653,407,4.4
1,3763381.81,289041.129,0,0.030748906,6,"Urban",3.979461434,77.33279865,63660.45417,1,154,121239,6,16,10.09504915,-0.720138278,13.06204647,408,4.99
0,9888797.112,1184084.334,0.35,0.230212187,11,"Suburban",1.31861571,44.08784108,42567.16681,1,358,542706,30,18,8.715449555,-3.777884164,23.75853614,409,12.76
1,396693.3506,-12131.29413,0.09,0.289916015,2,"Urban",1.194250893,94.73741262,51308.21526,1,25,144418,8,4,17.59002782,-0.687996136,27.44996751,410,18.06
0,8715025.088,1139849.383,0.15,0.291052263,13,"Rural",2.791814789,47.2913059,7234.169465,1,452,951448,31,1,1.611087025,-0.660241509,21.66557613,411,23.56
1,5828823.548,406318.1241,1,0.259656259,21,"Suburban",2.782555203,87.61900115,83579.3886,1,169,163774,48,15,18.02103392,-0.017883133,13.26068788,412,6.28
0,4406365.801,298501.8202,0.46,0.180636853,18,"Rural",4.582576612,81.27198322,78666.05463,1,59,283828,47,14,13.38957097,3.928306263,2.907917018,413,18.84
1,7245594.318,917105.3546,0.66,0.210558843,22,"Rural",1.504612385,98.11764398,19350.0436,1,301,771787,32,19,15.01322556,3.050955026,24.48121117,414,2.16
1,4859320.032,143333.176,0.84,0.086276535,15,"Urban",1.49313571,92.72823029,63798.60637,1,41,539557,45,5,1.049541804,1.367208451,28.62954332,415,10.8
1,8715062.622,390272.2586,0.86,0.189600356,6,"Rural",1.589810402,89.91425964,82013.20595,1,38,26068,15,4,12.93654925,3.854073229,11.51143455,416,19.51
1,9070797.013,701634.8241,0.54,0.137239215,7,"Suburban",1.118945045,73.42882971,64444.55951,0,117,923989,18,13,12.18123711,1.784686165,5.405275479,417,19.69
1,4281913.407,52508.90205,0.79,0.145123185,17,"Rural",1.286926951,37.33281658,31729.41143,0,275,204930,13,18,11.20690557,3.188549608,10.46861134,418,3.09
1,2832284.789,34558.85672,0.47,0.227575192,24,"Rural",3.639479467,11.50641644,65955.0039,1,270,909216,24,12,15.93147028,0.63778301,17.89604839,419,12.56
0,5874986.853,468482.9393,0.34,0.085293588,12,"Urban",2.726337316,69.17586017,21835.71302,1,127,639779,40,15,11.56155083,0.252182516,10.1909411,420,19.72
0,9106545.281,1440781.457,0.46,0.096093844,20,"Suburban",4.054412268,97.88675405,32507.24473,1,405,287688,14,9,17.2848466,2.240972428,18.70794318,421,2.7
0,2101645.704,204396.5687,0.61,0.277467896,8,"Urban",4.970390874,72.9338393,24766.89566,1,399,234956,28,4,5.419998242,-4.80310688,29.03871474,422,19.91
1,6203128.946,680296.6566,0.82,0.017811064,9,"Rural",3.636138724,92.94420756,56135.58514,1,3,516428,11,5,16.31366919,1.903775716,20.45130031,423,21.8
0,6412416.354,466028.8029,0.18,0.146204655,20,"Urban",1.201822282,80.62616658,11714.43803,1,293,368325,6,9,4.406942684,4.345182184,11.51712162,424,17.58
1,7353822.317,1248568.058,0.24,0.273927439,22,"Urban",1.418251459,17.14835284,93397.72765,1,373,62597,25,13,16.44923805,2.139420798,28.13683617,425,0
0,1340791.634,124874.7527,0.68,0.183498539,8,"Urban",4.524016339,25.67117329,34017.72301,1,498,529750,1,10,18.86880686,-4.632062757,17.40342279,426,18.07
0,7137795.38,337154.733,0.24,0.164375715,14,"Urban",3.109983778,34.84469457,22678.04258,1,430,885786,25,16,7.378188704,-1.221143592,4.722799557,427,19.83
1,9134339.481,1204102.81,0.7,0.07567351,19,"Rural",4.299348638,17.65778399,50158.43155,1,16,663710,2,13,11.06783997,3.095813023,15.47044915,428,12.78
0,1914611.096,-50197.77624,0.55,0.103639371,1,"Rural",4.426449345,58.58348193,28422.78403,1,398,592742,32,4,13.50825144,4.5860855,19.9554569,429,13.48
1,2387105.367,105458.7642,0.71,0.255762476,24,"Suburban",4.710698166,97.56960189,53955.50455,1,265,36468,13,13,2.509961651,-1.298366444,25.30937661,430,15.05
1,9702561.249,1118075.711,0.74,0.168206221,12,"Urban",4.799316822,76.38442451,35502.40583,1,239,44209,33,8,10.38753365,3.411940559,28.15782681,431,22.51
1,1813430.5,296261.6844,0.79,0.154907916,1,"Urban",3.219303186,42.91528816,14074.61427,1,263,998193,32,13,7.851114555,3.638098753,10.20506788,432,19.53
1,8529204.486,933130.9957,0.5,0.030774334,18,"Suburban",2.364080689,1.445943617,27323.62896,1,398,188817,24,15,17.57665699,-3.767136007,5.509858558,433,12.84
1,4927712.483,731965.7065,0.8,0.005792419,1,"Urban",4.847459497,32.0143251,44405.54465,1,134,974601,27,20,17.65691086,3.457884667,3.141030624,434,2.17
1,2449264.733,426280.4758,0.51,0.289141871,2,"Suburban",3.189625624,53.14916948,3999.029421,1,213,27526,4,20,14.31481125,-1.757501044,22.41228348,435,19.28
0,8664464.072,566637.3983,0.24,0.113718864,5,"Rural",1.257010892,33.10083651,77293.61017,1,15,904164,24,13,13.45876502,0.932377216,24.05958933,436,19.91
1,4457537.545,253974.1896,0,0.181360706,2,"Suburban",3.5711062,11.99245738,62560.63189,1,436,637025,23,5,14.94008073,0.389621194,12.87182068,437,10.9
1,5157080.296,514124.1356,0.37,0.024834807,9,"Urban",3.350739002,44.83373073,60534.60112,1,328,563411,29,6,7.953751119,1.630538637,12.48183681,438,0
1,3585085.632,316852.2056,0.5,0.205251171,23,"Suburban",4.583171492,26.07202888,55058.94326,1,418,384512,34,5,8.685865688,2.404646509,28.67287392,439,12.12
1,6006427.92,472332.5284,0.68,0.279837446,5,"Rural",3.612748757,91.01400527,59441.00406,1,360,452583,21,13,11.52038973,-0.591189024,27.58375843,440,6.97
1,1664378.02,239813.0917,0.88,0.173123911,22,"Urban",2.396209698,11.07369832,93530.54332,0,129,156064,30,5,18.82253442,3.883108221,7.764711156,441,3.04
1,3954027.459,518193.2449,0.25,0.038708481,15,"Rural",4.864902903,5.866110244,1848.35187,0,352,976836,26,13,14.75599761,3.094984216,23.64342178,442,1.64
1,9732880.217,1285678.928,0.18,0.174934737,16,"Rural",4.206477944,1.526102746,5732.171256,1,122,513268,20,20,11.46879565,2.854210926,19.05831149,443,14.74
1,2593985.29,250201.6434,0.83,0.230137817,18,"Suburban",3.521670474,33.47889876,19957.84758,0,241,895743,16,8,15.63784728,-0.417531581,5.472459434,444,15.56
0,6581731.852,979887.8622,0.06,0.122518544,2,"Rural",2.171700814,66.37829698,17562.83662,1,115,619285,3,9,8.046915933,-4.624271142,11.34636037,445,12.38
0,3215640.357,617430.2424,0.37,0.264071487,17,"Urban",2.494161185,73.31096154,18938.25149,1,197,976829,49,19,14.87886732,-0.077435936,6.146715298,446,16.32
0,7769795.668,1230345.933,0.49,0.194956203,6,"Rural",3.679879696,45.87290665,67522.4447,1,222,671467,37,20,8.802848717,3.984455341,9.559525126,447,21.83
1,1300762.136,-69429.31945,0.48,0.269875427,8,"Rural",1.287923274,68.7485364,46488.8468,0,214,604165,40,15,6.313566733,-3.095498444,18.8437341,448,16.9
1,9666524.671,1273829.998,0.04,0.187428088,19,"Suburban",2.026722367,36.63148959,99186.10896,1,404,44958,44,10,12.5847569,4.82592472,11.88269866,449,3.83
1,4608455.818,119117.3777,0,0.040255104,11,"Rural",3.855603734,67.11281578,23461.70557,0,80,962677,25,11,14.05067363,3.0769062,12.42772608,450,10.96
0,2301532.076,155397.6643,0.07,0.093597822,4,"Suburban",2.920074039,5.019002545,31772.18,1,263,220610,23,5,9.726577662,2.098297923,16.64977149,451,16.04
0,830186.2946,44769.22629,0.72,0.06133669,2,"Suburban",2.609574259,39.68454547,98439.83096,1,135,352286,44,9,11.7445139,1.771599579,3.529500026,452,8.12
0,1787878.005,95561.10293,0.5,0.272739123,10,"Urban",1.60583049,79.29411809,83344.05594,1,306,869630,1,11,14.18725542,0.870258819,22.42512141,453,18.15
0,5191429.693,706728.2041,0.13,0.22835962,24,"Urban",2.767396138,80.49759702,47510.12285,1,242,544627,33,19,15.58649098,2.206703232,12.64957647,454,13.57
1,3465921.686,59156.8272,0.74,0.203243112,3,"Urban",4.082767883,71.89872911,55905.09167,1,386,456285,15,2,18.0158581,-0.780944438,14.93151556,455,20.16
1,8246127.693,726805.8266,0.77,0.09098893,4,"Urban",2.056051384,21.21962344,84474.61414,1,303,930669,17,6,7.736339919,3.45288108,29.25469214,456,1
1,4364270.809,344147.7767,0,0.056029387,0,"Suburban",1.021594169,25.47330677,48617.04436,1,270,897483,34,1,19.0780678,1.963459561,10.98663976,457,1.55
0,2495495.565,164453.3458,0.47,0.227178875,17,"Rural",3.674019605,99.612784,21396.34863,1,287,41391,17,3,13.10831639,2.712531124,19.79834914,458,24.95
1,6084958.722,351124.8716,0.7,0.142773226,11,"Urban",4.890506418,11.23442271,83016.00932,1,50,38905,41,3,15.96633577,2.924874222,12.3826252,459,1.99
1,7039153.849,625155.0387,0.16,0.068511076,12,"Urban",3.427306254,18.88560719,54239.47664,0,189,98931,44,14,14.29561183,-4.079299543,26.93419884,460,16.47
1,1670023.525,185869.3502,0.38,0.185369971,8,"Urban",1.479687436,13.87259931,16151.21712,1,297,149615,4,20,4.905862782,-4.443592273,25.55593174,461,0.42
1,1723466.286,82370.66614,0.57,0.013059822,1,"Rural",2.282932369,33.4378414,51052.99729,1,14,9390,13,5,2.357329277,3.009858685,8.007103881,462,1.57
1,352493.4345,-157931.1929,1,0.098524906,4,"Urban",4.470566459,21.80740769,41907.13468,1,389,393527,4,17,14.79944282,-2.40615979,21.06062567,463,5.94
0,7352998.87,582255.7616,0.83,0.141098541,12,"Rural",1.930272297,50.271108,87807.41066,1,459,345878,7,15,10.71000069,0.819698075,2.889987881,464,19.03
1,6668456.422,1157901.192,0.46,0.045239542,15,"Suburban",3.430783614,48.12604998,13479.4877,0,232,805604,46,6,14.342054,-0.562891448,28.9323763,465,9.94
1,4775967.249,697229.0897,0.66,0.295411689,15,"Suburban",2.610684833,90.24905633,87645.77064,0,261,829822,9,14,10.06001327,-4.779607963,11.12071313,466,6.75
1,8438676.506,1205514.106,0.23,0.063520112,23,"Suburban",1.831374886,4.439254797,51708.89066,1,192,85286,23,14,6.932455888,-4.597187418,25.1234404,467,5.66
0,8043502.557,662707.4518,0.55,0.039975586,2,"Rural",4.253627574,32.66807809,41032.07857,1,413,801647,33,17,6.415340276,3.271252423,10.23450962,468,22.1
1,5904655.424,620045.0591,0.48,0.061856927,21,"Urban",3.971325106,60.06913131,17034.75126,0,203,529537,33,8,14.88011049,1.076775615,19.35035149,469,17.44
1,8668606.76,377921.9643,0.06,0.230949279,3,"Urban",3.646364264,60.87537442,70380.9783,0,261,828524,20,8,6.258821548,0.238430787,29.52413297,470,19.71
1,2006884.387,293456.4056,0.75,0.128226192,10,"Urban",1.945346361,48.53249667,92753.8642,0,113,279960,4,19,14.57886055,4.443520835,26.42574603,471,13.38
1,1108356.975,25858.79766,0.64,0.170059366,22,"Urban",1.391428011,81.75088854,38162.35804,0,374,884256,1,9,8.2952424,-3.268849741,5.650611387,472,7.6
1,2732139.453,298444.0612,0.45,0.007281738,13,"Urban",3.304637319,7.20949497,24916.91507,1,352,538009,42,11,15.64706968,-2.420291603,16.87716456,473,21.14
1,572833.1617,-11535.44748,0.85,0.011294961,2,"Rural",3.214711334,81.73328879,55931.82478,1,36,400136,34,13,3.71338859,2.567390782,11.10742168,474,12.08
0,5291245.389,659108.9253,0,0.134301839,15,"Suburban",1.753540037,49.9806698,79822.40889,1,79,785188,27,13,4.894618921,2.75235228,13.5958267,475,12.9
1,9303950.711,621674.482,0.29,0.245179918,21,"Urban",1.224986777,14.24230881,1373.001761,1,275,899597,21,19,14.03232051,-0.951028036,10.72031075,476,18.9
1,395845.1382,-52401.12961,0.19,0.265686425,14,"Suburban",1.322833817,88.68448944,63506.3662,1,448,960404,24,19,11.64439128,4.509784346,10.7428182,477,22.07
0,1241273.683,41550.98361,0.8,0.026925264,9,"Rural",4.971083946,65.27364917,60055.08407,1,278,972647,15,5,4.87368851,4.382545777,16.73404407,478,19.24
0,4477099.072,514474.7512,0.77,0.161970568,8,"Rural",4.134335579,17.191023,32497.06639,1,162,816931,35,16,18.15371322,-4.875902849,6.566956265,479,18.03
0,9329947.068,512651.7433,0.47,0.274055676,10,"Urban",4.687949904,4.331322617,45690.87736,1,312,119474,25,9,6.242938801,-3.276720977,16.58446733,480,6.73
0,3113704.707,78140.90348,0.56,0.117003854,15,"Rural",1.780218889,14.96985518,25449.35919,1,17,931606,9,20,9.000356566,3.202194417,9.089997679,481,18.98
0,5070836.824,362926.1649,0.37,0.249040184,9,"Suburban",4.842274145,61.27099806,79198.68806,1,204,305342,17,3,4.843470896,-1.647833152,9.380504223,482,17.43
1,511587.63,-87430.36654,0.67,0.040975001,16,"Urban",1.570617406,18.75032729,63818.9584,1,473,832043,21,19,8.372524748,-4.045373213,22.42369284,483,1.48
1,1500534.241,129711.0203,0.33,0.280682952,18,"Urban",3.036327314,23.35054441,53738.45058,0,440,315487,13,5,10.34128825,2.849991744,1.858214503,484,11.62
1,9787356.26,1315175.822,0.27,0.225675572,1,"Suburban",4.318782738,3.48883285,39860.09364,0,17,377375,3,8,6.609694036,-0.454164944,12.04742712,485,19.77
0,9668092.291,468600.4988,1,0.282458983,23,"Urban",2.399213418,72.57013655,29847.05422,1,202,524090,4,14,15.61277979,-0.075892133,12.81849702,486,19.23
1,124941.1187,-77431.46947,0.26,0.203308553,22,"Urban",2.699314133,81.22607558,82450.91212,1,476,815282,4,3,8.484726594,-3.136306112,15.06819405,487,14.94
